name,rating,ctype,highly_rated
Nimap Infotech,3.5,IT Services & Consulting,Skill Development
Vector India,3.9,Auto Components,"Skill Development, Work Life Balance, Work Satisfaction"
Arrivae,3.3,Mumbai +13 other locations,"Job Security, Work Satisfaction, Promotions"
Uk Realty,3.9,Real Estate,"Salary, Skill Development"
Dexian DISYS,3.1,IT Services & Consulting,"Work Satisfaction, Job Security, Promotions"
ABIL Group,4.3,Real Estate,"Work Life Balance, Company Culture, Job Security"
Coloplast,3.3,Healthcare,Salary
Noida International University,3.0,Education & Training,"Promotions, Company Culture, Skill Development"
NETIMPACT SOLUTIONS PVT LTD,3.2,Analytics & KPO,"Promotions, Work Satisfaction, Skill Development"
GrayQuest Finance,3.2,Mumbai +24 other locations,"Job Security, Promotions, Work Satisfaction"
Gates Unitta India Company,3.9,Auto Components,"Work Life Balance, Salary"
NewVision Software & Consultancy,3.4,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction"
Kwality Wall's,4.0,Hospitality,"Skill Development, Salary"
Antier,2.8,IT Services & Consulting,"Promotions, Salary, Company Culture"
Kale Logistics Solutions,3.0,Software Product,"Promotions, Work Satisfaction, Job Security"
Chevron,3.2,Oil & Gas,"Promotions, Work Satisfaction, Job Security"
Camp K-12,3.3,EdTech,"Job Security, Promotions, Salary"
ECS | Enterprise Change Specialists,4.3,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
FrontierWox Tech,4.5,IT Services & Consulting,"Skill Development, Company Culture, Work Life Balance"
Al Fara'a Group,3.1,Engineering & Construction,"Salary, Work Satisfaction, Work Life Balance"
Diversey India Hygiene,3.9,Mumbai +27 other locations,"Job Security, Company Culture, Skill Development"
Prabhudas Lilladher,3.2,Financial Services,"Company Culture, Promotions, Work Satisfaction"
Nelson Global Products,3.5,Industrial Machinery,"Promotions, Company Culture, Work Life Balance"
A2z Infra Engineering,3.6,Engineering & Construction,Work Life Balance
Rich Products & Solutions,3.7,Food Processing,Promotions
AKGVG & Associates,3.2,Accounting & Auditing,"Promotions, Salary, Job Security"
The India Thermit Corporation,3.6,Industrial Machinery,Job Security
Forace Polymers,3.2,Chemicals,"Company Culture, Work Satisfaction, Work Life Balance"
NEXA Service,3.9,Automobile,"Skill Development, Company Culture"
BuyMore,4.0,Internet,"Skill Development, Company Culture, Work Life Balance"
DDRC Agilus Diagnostics,3.8,Kochi +17 other locations,"Salary, Promotions, Work Satisfaction"
Sical Logistics,4.2,Logistics,"Skill Development, Company Culture, Work Life Balance"
Indian Institute of Science Education and Research,3.7,Analytics & KPO,Skill Development
DEC Property Management,4.0,Facility Management Services,Work Life Balance
Noida International University,3.0,Education & Training,"Promotions, Company Culture, Skill Development"
EdLernity,4.0,Bengaluru +4 other locations,"Company Culture, Work Life Balance, Promotions"
Adnet Global,3.1,Animation & VFX,"Promotions, Company Culture, Salary"
Gemba Concepts,3.0,Management Consulting,"Work Life Balance, Job Security, Company Culture"
AVASO Technology Solutions,3.3,IT Services & Consulting,"Promotions, Skill Development, Salary"
Shantha Biotechnics,4.9,Biotechnology,"Skill Development, Work Satisfaction, Company Culture"
NewVision Software & Consultancy,3.4,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction"
Tide Water Oil,3.9,Oil & Gas,"Promotions, Skill Development, Work Satisfaction"
Arki Techno Consultants,2.9,Engineering & Construction,"Promotions, Salary, Company Culture"
Next Move Strategy Consulting,4.8,Tinsukia +4 other locations,"Company Culture, Work Satisfaction, Job Security"
Gates Unitta India Company,3.9,Auto Components,"Work Life Balance, Salary"
GrayQuest Finance,3.2,Mumbai +24 other locations,"Job Security, Promotions, Work Satisfaction"
Chetak Logistics,3.1,Logistics,"Company Culture, Work Satisfaction, Promotions"
Rayat Bahra University,4.6,Education & Training,"Work Life Balance, Company Culture, Work Satisfaction"
Ars Steels,3.7,Iron & Steel,"Skill Development, Salary"
Antier,2.8,IT Services & Consulting,"Promotions, Salary, Company Culture"
RN Valves & Faucets,3.1,Ghaziabad +17 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Bharat Cooperative Bank,4.1,Financial Services,"Job Security, Company Culture, Work Life Balance"
La opala rg,3.9,Retail,"Work Life Balance, Job Security, Work Satisfaction"
Kale Logistics Solutions,3.0,Software Product,"Promotions, Work Satisfaction, Job Security"
Kwality Wall's,4.0,Hospitality,"Skill Development, Salary"
Chevron,3.2,Oil & Gas,"Promotions, Work Satisfaction, Job Security"
Dentcare Dental Lab,3.8,Medical Equipment,Job Security
M.P. State Electronics Development Corporation,3.6,Bhopal +10 other locations,"Promotions, Job Security, Salary"
IVY SOFTWARE DEVELOPMENT SERVICES,3.8,IT Services & Consulting,"Work Life Balance, Company Culture"
Flyweis Technology,4.2,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
IMARC Group,3.2,Analytics & KPO,"Work Satisfaction, Promotions, Skill Development"
Radiant Enterprise,3.8,Furniture & Furnishing,Salary
Marvell,3.7,Semiconductors,"Salary, Company Culture, Work Life Balance"
Stratogent Technology Services,3.0,IT Services & Consulting,"Company Culture, Promotions, Salary"
Infotree Global Solutions,3.2,Recruitment,"Promotions, Job Security, Company Culture"
Acent High Soft Technologies,4.4,Recruitment,"Work Satisfaction, Job Security, Skill Development"
CNS Comnet,4.1,BPO,"Company Culture, Work Life Balance, Work Satisfaction"
MAP Systems,2.5,IT Services & Consulting,"Promotions, Salary, Company Culture"
NASSCOM,3.4,IT Services & Consulting,"Promotions, Company Culture, Job Security"
Ghaziabad Precision Products,3.4,Automobile,"Company Culture, Work Life Balance, Work Satisfaction"
Veena Developers,4.1,Real Estate,"Work Life Balance, Skill Development, Salary"
JU Agri Sciences,4.3,Agro Chemicals,"Work Life Balance, Company Culture, Job Security"
Migsun Group,2.9,Real Estate,"Job Security, Promotions, Company Culture"
Techavera Solutions,4.2,Education & Training,"Work Life Balance, Salary, Company Culture"
Jaya Shree Textiles,3.9,Fashion & Textile,"Job Security, Work Life Balance, Skill Development"
SKDRDP,4.2,Non-Profit,"Company Culture, Job Security, Work Life Balance"
Net Business Solutions,3.5,IT Services & Consulting,"Job Security, Promotions, Skill Development"
BYD India,3.4,Automobile,"Promotions, Company Culture, Job Security"
Radiant Guard Services Pvt. Ltd. - India,4.8,Law Enforcement & Security,"Company Culture, Work Life Balance, Skill Development"
Indian Acrylics,3.7,Chemicals,"Work Life Balance, Job Security"
Sfj Business Solutions,2.4,IT Services & Consulting,"Job Security, Promotions, Salary"
Cerence,3.3,Software Product,Work Life Balance
BMA Wealth Creators,4.4,Financial Services,"Work Life Balance, Company Culture, Work Satisfaction"
Hitachi MGRM Net,3.3,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction"
Ageis,3.7,Emerging Technologies,"Promotions, Salary, Work Satisfaction"
Ftcash,3.9,FinTech,"Work Life Balance, Salary, Company Culture"
ZestMoney,4.0,FinTech,"Work Life Balance, Company Culture"
HERO ECOTECH,3.8,Automobile,"Work Life Balance, Company Culture"
CliniSys Group,3.2,IT Services & Consulting,"Promotions, Work Satisfaction, Salary"
Mylab Discovery Solutions,2.8,Internet,"Job Security, Promotions, Salary"
Tecnoprism,4.4,IT Services & Consulting,"Skill Development, Company Culture, Work Life Balance"
Modern Informatics,3.7,IT Services & Consulting,"Promotions, Job Security, Company Culture"
Scholastic,4.2,Printing & Publishing,"Work Life Balance, Company Culture, Job Security"
Bioworld Merchandising,3.5,Retail,"Promotions, Company Culture, Work Satisfaction"
InSemi Technology Services,3.8,Semiconductors,"Work Life Balance, Company Culture"
Bioplus Life Sciences,3.7,Pharma,"Company Culture, Skill Development, Work Satisfaction"
Hitachi MGRM Net,3.3,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction"
Ageis,3.7,Emerging Technologies,"Promotions, Salary, Work Satisfaction"
Ftcash,3.8,FinTech,"Work Life Balance, Salary, Company Culture"
Cerence,3.3,Software Product,Work Life Balance
JU Agri Sciences,4.3,Agro Chemicals,"Work Life Balance, Company Culture, Job Security"
Veena Developers,4.1,Real Estate,"Work Life Balance, Skill Development, Salary"
Mylab Discovery Solutions,2.8,Internet,"Job Security, Promotions, Salary"
Tecnoprism,4.4,IT Services & Consulting,"Skill Development, Company Culture, Work Life Balance"
ICG Medical,2.2,Recruitment,"Promotions, Work Satisfaction, Job Security"
NDS InfoServ,3.0,BPO,"Promotions, Skill Development, Company Culture"
Dhanuka Laboratories,3.9,Pharma,"Job Security, Skill Development"
Kaplan,4.0,EdTech,"Work Life Balance, Company Culture, Work Satisfaction"
Saraswati Vidya Mandir,3.6,Education & Training,"Promotions, Work Satisfaction, Salary"
Shiv Nadar University,4.0,Education & Training,"Work Life Balance, Job Security, Company Culture"
Modern Informatics,3.7,IT Services & Consulting,"Promotions, Job Security, Company Culture"
Clinic Dermatech,3.2,Beauty & Personal Care,"Job Security, Promotions, Company Culture"
KSK Mahanadi Power Company,4.0,Power,"Work Life Balance, Work Satisfaction"
Netradyne Technology,3.0,Software Product,"Promotions, Work Satisfaction, Company Culture"
Honeywell Aerospace,3.6,Bengaluru +10 other locations,Job Security
Hemmersbach,3.2,IT Services & Consulting,"Promotions, Job Security, Company Culture"
HWASHIN Automotive,3.6,Auto Components,Job Security
Techila Global Services,3.4,IT Services & Consulting,"Job Security, Promotions, Company Culture"
BHARAT TECHNO PLAST,3.8,Auto Components,Salary
DANA Graziano India,4.0,Ahmedabad +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Mawai Infotech,3.2,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security"
Mendine Pharmaceuticals,4.5,Pharma,"Job Security, Work Life Balance, Skill Development"
Microscan Infocommtech,4.0,Telecom,"Work Life Balance, Job Security, Company Culture"
Creative Projects & Contracts,4.1,Engineering & Construction,"Salary, Work Life Balance, Company Culture"
Ambit Collective,3.5,Management Consulting,"Job Security, Promotions, Skill Development"
Bharatiya Vidya Bhavan,4.0,Education & Training,"Skill Development, Salary"
Perpetuuiti Technosoft Services,3.5,IT Services & Consulting,"Promotions, Work Satisfaction, Salary"
Zeomega Infotech,3.5,IT Services & Consulting,"Promotions, Skill Development, Salary"
Glowlogics Solutions,4.0,Bengaluru +8 other locations,"Company Culture, Skill Development, Work Life Balance"
GetMyUni,3.4,Education & Training,"Promotions, Job Security, Salary"
IndiQube,4.3,Real Estate,"Salary, Job Security, Company Culture"
Zopsmart Technology,3.3,Software Product,"Promotions, Work Satisfaction, Company Culture"
IBCC Industries,4.1,Ahmedabad +13 other locations,"Skill Development, Salary, Company Culture"
Guardian Healthcare Services,4.1,Fitness & Wellness,"Work Satisfaction, Company Culture, Work Life Balance"
NovelVox Softwares India Pvt. Ltd.,4.3,IT Services & Consulting,"Company Culture, Skill Development, Salary"
Numero Uno Clothing,4.1,Fashion & Textile,"Work Life Balance, Company Culture, Work Satisfaction"
Mahindra Agri Solutions,3.7,Agriculture,Job Security
Doshion,3.5,Waste Management,"Company Culture, Work Satisfaction, Promotions"
Indian Synthetic Rubber,4.2,Petrochemicals,"Work Life Balance, Job Security, Salary"
Frog CellSat,3.9,Design,"Company Culture, Work Life Balance, Job Security"
IndianOil Adani Ventures,3.8,Oil & Gas,"Job Security, Salary"
Computer Junction,3.7,IT Services & Consulting,"Promotions, Job Security, Skill Development"
Sterling Manufacturing Company,3.6,Industrial Machinery,
Techversant Infotech,3.8,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction"
91 Springboard Business Hub,3.8,Real Estate,"Work Life Balance, Work Satisfaction, Job Security"
myTectra,3.1,Education & Training,"Work Life Balance, Work Satisfaction, Salary"
Chandan Hospital,3.7,Healthcare,"Promotions, Job Security, Company Culture"
Desnor Destination,4.3,Noida +2 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Golden Tulip Hotels,3.4,Hospitality,"Company Culture, Work Satisfaction, Promotions"
Jaipuria Institute of Management,4.3,Education & Training,"Company Culture, Work Life Balance, Work Satisfaction"
Gamma Process Hub,3.6,BPO,"Promotions, Salary"
Al Hassan Engineering Company SAOG,4.0,Engineering & Construction,"Work Life Balance, Work Satisfaction"
Siec Education,2.6,Recruitment,"Promotions, Work Satisfaction, Job Security"
Government Polytechnic Nagpur,3.7,Education & Training,Work Life Balance
National Public School,3.3,Education & Training,"Work Satisfaction, Company Culture, Promotions"
Auxilo Finserve,3.6,NBFC,Work Life Balance
Kun Hyundai,4.1,Automobile,"Skill Development, Work Life Balance, Company Culture"
Ador Powertron,3.4,Electrical Equipment,"Promotions, Work Satisfaction, Skill Development"
AJ Hospital and Research Centre,3.8,Healthcare,"Skill Development, Work Life Balance"
Nitin Spinners,4.2,Fashion & Textile,"Job Security, Work Life Balance, Work Satisfaction"
Runwal Realty,3.6,Real Estate,Salary
CredFlow,3.2,Internet,"Job Security, Promotions, Company Culture"
Government Polytechnic College,4.1,Education & Training,"Skill Development, Work Satisfaction, Work Life Balance"
C H Robinson Worldwide Freight,3.5,Logistics,"Promotions, Company Culture, Work Satisfaction"
Genus Electrotech,3.2,Semiconductors,"Promotions, Company Culture, Work Satisfaction"
Yingjia Communication Private Limited,4.3,Telecom,"Company Culture, Skill Development, Work Life Balance"
PalTech,3.9,IT Services & Consulting,"Skill Development, Job Security, Salary"
Ganga Medical Centre & Hospitals,4.2,Healthcare,"Skill Development, Work Satisfaction, Job Security"
DelEx Cargo,4.6,Logistics,"Company Culture, Work Life Balance, Work Satisfaction"
Isgec Hitachi Zosen,3.6,Industrial Machinery,Job Security
IndiaCan,4.8,EdTech,"Company Culture, Work Life Balance, Job Security"
Continuum Global Solutions,3.6,BPO,"Promotions, Skill Development, Job Security"
Gromax Agri Equipment,3.7,Automobile,"Promotions, Skill Development, Work Satisfaction"
Getronics,4.3,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction"
Saya homes,3.9,Real Estate,"Work Life Balance, Salary"
Sparkline Equipments,4.3,Industrial Machinery,"Job Security, Company Culture, Skill Development"
Applore Technologies,4.2,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
Express Housekeeper,3.9,Facility Management Services,"Work Life Balance, Work Satisfaction"
Daloopa,3.3,Software Product,"Skill Development, Work Satisfaction, Promotions"
BARSYL,3.7,Railways,"Promotions, Job Security, Skill Development"
CTA Apparels,3.9,Fashion & Textile,"Skill Development, Salary, Company Culture"
Skanray Technologies,2.7,Medical Equipment,"Promotions, Company Culture, Salary"
Bijlipay,3.5,FinTech,"Promotions, Company Culture, Salary"
Biomatrix Healthcare,3.6,Ahmedabad +7 other locations,"Company Culture, Work Satisfaction, Promotions"
Funskool India,4.0,Other,"Job Security, Work Life Balance, Work Satisfaction"
Bilt,3.9,Pulp & Paper,"Work Life Balance, Salary"
INTECH Creative Services Pvt. Ltd.,3.9,IT Services & Consulting,"Company Culture, Work Life Balance"
Basavatarakam Indo American Cancer Hospital Research Institute,4.2,Healthcare,"Work Life Balance, Company Culture, Work Satisfaction"
Pharmalex,3.2,Medical Equipment,"Promotions, Salary, Work Satisfaction"
iRISE India,3.3,Engineering & Construction,"Company Culture, Promotions, Work Life Balance"
Kamal Ced Solution,4.0,Gurugram +17 other locations,"Skill Development, Work Life Balance, Work Satisfaction"
Paranjape Autocast,3.4,Auto Components,"Promotions, Company Culture, Work Life Balance"
Dish Network Technologies,3.0,Media & Entertainment,"Promotions, Job Security, Work Satisfaction"
Atandra Energy,4.3,Electronics Manufacturing,"Company Culture, Work Life Balance, Skill Development"
Kyocera Document Solutions India,3.5,Printing & Publishing,"Promotions, Skill Development, Company Culture"
Cybernetik Technologies,4.1,Industrial Automation,"Job Security, Skill Development, Work Satisfaction"
Anuhar Homes,3.3,Real Estate,"Promotions, Skill Development, Salary"
InfinityLabs,3.8,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security"
Multi Organics,3.0,Chemicals,"Company Culture, Work Satisfaction, Work Life Balance"
Galore Networks,2.7,IT Services & Consulting,"Promotions, Salary, Work Satisfaction"
Mindspace Outsourcing Services,3.9,Jaipur +1 other locations,"Work Life Balance, Work Satisfaction, Job Security"
Uttam Sugar Mills,4.0,Food Processing,"Work Life Balance, Job Security, Salary"
Ghodawat Consumer Products,3.3,FMCG,"Promotions, Job Security, Company Culture"
ams OSRAM,3.2,Electronics Manufacturing,"Promotions, Work Satisfaction, Job Security"
P&R Infraprojects,3.9,Engineering & Construction,"Company Culture, Work Satisfaction, Skill Development"
Celebrity Cruises,4.0,Travel & Tourism,"Salary, Company Culture, Work Life Balance"
NexWave Talent Management Solutions,3.5,Recruitment,"Promotions, Job Security, Skill Development"
PeopleStrong Technologies,3.2,Software Product,"Promotions, Work Satisfaction, Work Life Balance"
Viswaat Chemicals,3.8,Chemicals,"Job Security, Work Life Balance"
Verificient Technologies,2.9,Emerging Technologies,"Promotions, Salary, Skill Development"
Jain Housing & Constructions,4.3,Real Estate,"Company Culture, Work Life Balance, Job Security"
Odisha Power Transmission Corporation,4.3,Power,"Job Security, Company Culture, Work Life Balance"
B Gauss,3.8,Automobile,Promotions
Shreeyam Power And Steel Industries,4.1,Iron & Steel,"Job Security, Work Life Balance, Company Culture"
Dai Ichi,4.2,Chemicals,"Work Life Balance, Job Security, Salary"
Magnum Mi Steel,3.4,Iron & Steel,"Promotions, Skill Development, Company Culture"
Nala Robotics,1.9,Hyderabad +2 other locations,"Job Security, Promotions, Salary"
Finulent Solutions,3.9,Power,"Job Security, Company Culture, Work Life Balance"
Media NV,4.2,Ahmedabad +1 other locations,"Work Life Balance, Skill Development, Company Culture"
MyCar,4.2,Automobile,"Salary, Work Life Balance, Skill Development"
Harsha Toyota,4.2,Automobile,"Skill Development, Company Culture, Work Life Balance"
Kapiva,3.3,Fitness & Wellness,"Promotions, Work Satisfaction, Job Security"
Alchemist Hospital,4.3,Healthcare,"Work Life Balance, Job Security, Company Culture"
Maxvalue Credits & Investments,3.6,NBFC,"Promotions, Work Satisfaction, Job Security"
Starion India,3.5,Electronics Manufacturing,"Promotions, Company Culture, Work Satisfaction"
Sicagen,3.8,Industrial Automation,Job Security
IMA-PG,3.9,Medical Equipment,"Job Security, Work Life Balance"
CoreEL Technologies,3.7,Electronics Manufacturing,Job Security
Great Champ Technology Limited,2.8,EdTech,"Job Security, Promotions, Skill Development"
Deqode,3.4,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction"
Daelim Industrial Co.,4.9,Petrochemicals,"Company Culture, Skill Development, Promotions"
GE Capital,4.4,Financial Services,"Company Culture, Work Life Balance, Job Security"
Gm Infinite Dwelling,3.0,Real Estate,"Job Security, Promotions, Skill Development"
NU Hospitals,3.6,Healthcare,"Promotions, Salary, Company Culture"
Finulent Solutions,3.9,Power,"Job Security, Company Culture, Work Life Balance"
Maithan Steel And Power,3.8,Building Material,"Work Life Balance, Job Security"
Harsha Toyota,4.2,Automobile,"Skill Development, Company Culture, Work Life Balance"
Kapiva,3.3,Fitness & Wellness,"Promotions, Work Satisfaction, Job Security"
Alchemist Hospital,4.3,Healthcare,"Work Life Balance, Job Security, Company Culture"
Devon Software Services,3.8,IT Services & Consulting,"Company Culture, Work Life Balance, Promotions"
MSP Group,3.7,Raigarh +14 other locations,Job Security
PSRI Hospital,4.0,Healthcare,Work Life Balance
Expound Technivo,4.3,IT Services & Consulting,"Skill Development, Job Security, Salary"
Stridely Solutions,2.6,IT Services & Consulting,"Job Security, Company Culture, Work Satisfaction"
BramhaCorp,3.5,Real Estate,"Promotions, Job Security, Company Culture"
Pearl Organisation,3.1,IT Services & Consulting,"Salary, Promotions, Company Culture"
Dormakaba India,3.9,Building Material,Work Life Balance
Union Mutual Fund,3.1,Financial Services,"Promotions, Skill Development, Job Security"
CNK & Associates,3.4,Accounting & Auditing,"Salary, Promotions, Work Satisfaction"
Highly Electrical Appliances India,3.5,Electrical Equipment,"Promotions, Company Culture, Salary"
Sri Sai Power and Equipments,3.6,Industrial Machinery,"Salary, Company Culture, Work Life Balance"
ABS India,3.9,IT Services & Consulting,"Job Security, Company Culture"
Stridely Solutions,2.6,IT Services & Consulting,"Job Security, Company Culture, Work Satisfaction"
MSP Group,3.7,Raigarh +14 other locations,Job Security
PSRI Hospital,4.0,Healthcare,Work Life Balance
Rij Engineering,4.1,Auto Components,"Work Life Balance, Job Security, Skill Development"
Expound Technivo,4.3,IT Services & Consulting,"Skill Development, Job Security, Salary"
Highly Electrical Appliances India,3.5,Electrical Equipment,"Promotions, Company Culture, Salary"
Sri Sai Power and Equipments,3.6,Industrial Machinery,"Salary, Company Culture, Work Life Balance"
ABS India,3.9,IT Services & Consulting,"Job Security, Company Culture"
IMCS Group.,3.1,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction"
Rayzon Solar,4.2,Power,"Work Life Balance, Company Culture, Job Security"
Oremus Corporate Services,3.8,Financial Services,"Job Security, Work Life Balance, Skill Development"
Paradigm IT,3.6,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction"
Quadrafort Technologies,3.5,IT Services & Consulting,Skill Development
The Digital Group Infotech,3.5,IT Services & Consulting,Work Life Balance
Taural India,4.0,Industrial Machinery,"Skill Development, Work Life Balance, Company Culture"
Biyani Technologies,3.4,Software Product,"Company Culture, Job Security, Promotions"
Richi Circuitronix,3.4,Electronics Manufacturing,Work Life Balance
Tvs Training And Services,3.6,Education & Training,"Promotions, Work Satisfaction, Skill Development"
bluCognition,3.1,IT Services & Consulting,"Job Security, Promotions, Skill Development"
Aster Pharmacy,3.7,Pharma,"Promotions, Work Satisfaction, Job Security"
Paradigm IT,3.6,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction"
Great Champ Technology Limited,2.8,EdTech,"Job Security, Promotions, Skill Development"
Petronet LNG,4.5,Oil & Gas,"Work Life Balance, Job Security, Salary"
Deqode,3.4,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction"
Cogeme Precision Parts,3.8,Industrial Machinery,Company Culture
Zenith Industrial Rubber Products,3.4,Petrochemicals,"Promotions, Company Culture, Work Life Balance"
ATS Group,4.0,Engineering & Construction,"Work Life Balance, Skill Development, Company Culture"
ElringKlinger AG,3.7,Auto Components,Work Life Balance
Saasguru,2.0,Education & Training,"Salary, Work Satisfaction, Job Security"
Karma Ayurveda,3.6,Healthcare,"Company Culture, Promotions"
Gj Solutions,3.8,Recruitment,Company Culture
Everest Blowers & Vacuum Pumps,3.3,Industrial Machinery,"Promotions, Company Culture, Work Satisfaction"
Sahara India Financial Corporation,4.1,Financial Services,"Company Culture, Work Satisfaction, Skill Development"
Dewar's Garage,3.4,Automobile,"Job Security, Company Culture, Promotions"
Protechmanize Solutions,2.9,IT Services & Consulting,"Promotions, Company Culture, Salary"
Felix Hospital,3.3,Healthcare,"Promotions, Company Culture, Job Security"
VProtect,3.1,Gurugram +11 other locations,"Promotions, Job Security, Company Culture"
Redington Gulf,3.6,IT Services & Consulting,"Promotions, Salary, Work Life Balance"
S10 Healthcare Solutions,3.4,Fitness & Wellness,"Company Culture, Work Satisfaction, Promotions"
Rama group,3.5,Real Estate,"Promotions, Work Satisfaction, Skill Development"
BACS HITECH ENGINEERING,3.1,Engineering & Construction,"Promotions, Salary, Company Culture"
Bizbox Publishing,2.9,IT Services & Consulting,"Promotions, Skill Development, Salary"
Mobikasa,3.7,IT Services & Consulting,"Job Security, Promotions"
Hi-Tech Arai,3.6,Auto Components,"Promotions, Company Culture, Salary"
Affordplan,3.2,FinTech,"Work Satisfaction, Job Security, Promotions"
Orient Blackswan,4.2,Printing & Publishing,"Work Life Balance, Company Culture, Work Satisfaction"
T.R. Sawhney Motors,4.0,Automobile,"Work Life Balance, Company Culture, Skill Development"
Badafinance S&P Services,4.0,Mumbai +1 other locations,"Salary, Skill Development, Company Culture"
Bhargava Phytolab,3.8,Pharma,"Skill Development, Company Culture, Work Life Balance"
LS Cable,4.4,Electrical Equipment,"Work Life Balance, Company Culture, Promotions"
Trend Technologies,3.8,Pune +3 other locations,Salary
Hitachi Rail STS,4.0,Railways,"Work Life Balance, Job Security, Company Culture"
Ayushman Hospital & Health Services,3.8,Healthcare,"Promotions, Company Culture, Salary"
Oncospark India Private Limited,3.7,Analytics & KPO,"Work Life Balance, Job Security"
Mitratech,3.7,Software Product,"Company Culture, Work Life Balance"
Indogulf Cropsciences Ltd,3.6,Agro Chemicals,"Promotions, Company Culture, Work Satisfaction"
GREEN POWER INTERNATIONAL,4.4,Oil & Gas,"Company Culture, Work Life Balance, Job Security"
Galacon Infrastructure and Projects,3.4,Engineering & Construction,"Promotions, Job Security, Company Culture"
CodTech IT Solutions,4.0,IT Services & Consulting,"Work Life Balance, Work Satisfaction, Skill Development"
Falabella,2.8,Retail,"Promotions, Job Security, Work Satisfaction"
Indira Gandhi National Open University,4.4,Education & Training,"Work Life Balance, Company Culture, Work Satisfaction"
Shrim Bhanu Construction,3.4,Engineering & Construction,"Company Culture, Work Life Balance, Work Satisfaction"
E2E Networks,3.1,Hardware & Networking,"Company Culture, Job Security, Work Life Balance"
Biz2X,3.9,Financial Services,Work Life Balance
Falabella,2.8,Retail,"Promotions, Job Security, Work Satisfaction"
Centuary Fibre Plates,4.2,Furniture & Furnishing,"Work Life Balance, Job Security, Company Culture"
ACPL Systems,3.4,Law Enforcement & Security,"Promotions, Salary, Company Culture"
Oncospark India Private Limited,3.7,Analytics & KPO,"Work Life Balance, Job Security"
Ayushman Hospital & Health Services,3.8,Healthcare,"Promotions, Company Culture, Salary"
Mitratech,3.7,Software Product,"Company Culture, Work Life Balance"
Drip Capital,3.5,FinTech,"Job Security, Promotions, Work Satisfaction"
Hitachi Rail STS,4.0,Railways,"Work Life Balance, Job Security, Company Culture"
LS Cable,4.4,Electrical Equipment,"Work Life Balance, Company Culture, Promotions"
Vardhman Acrylics,3.5,Fashion & Textile,Skill Development
Vahdam India,4.2,Beverage,"Salary, Company Culture, Job Security"
Citi Style,4.2,Retail,"Job Security, Company Culture, Work Life Balance"
Believe Cosmetics,3.2,Bengaluru +22 other locations,"Job Security, Promotions, Skill Development"
CodTech IT Solutions,4.0,IT Services & Consulting,"Work Life Balance, Work Satisfaction, Skill Development"
Ivanti,3.2,IT Services & Consulting,"Promotions, Job Security, Skill Development"
Local Company,4.1,Real Estate,"Company Culture, Work Satisfaction, Skill Development"
Rotary Engineering,4.1,Oil & Gas,"Salary, Work Life Balance, Job Security"
Oriental Rubber Industries,3.0,Petrochemicals,"Promotions, Company Culture, Work Satisfaction"
Global Market Insights,3.0,Analytics & KPO,"Work Satisfaction, Work Life Balance, Job Security"
Raj Process Equipments And System,3.8,Industrial Machinery,"Salary, Job Security, Promotions"
ASBS & Co.,3.2,Banking,"Promotions, Salary, Company Culture"
DY Patil University,3.5,Education & Training,"Promotions, Job Security, Company Culture"
Richmondd Global School,4.7,Education & Training,"Company Culture, Work Life Balance, Work Satisfaction"
Mumbai Metro One,3.9,Urban Transport,"Job Security, Work Life Balance, Work Satisfaction"
Lincoln Electric,4.1,Electrical Equipment,"Work Life Balance, Job Security, Salary"
Skyi Developers,4.3,Real Estate,"Company Culture, Work Life Balance, Work Satisfaction"
REVA University,3.8,Education & Training,Work Life Balance
Reliable Spaces,2.7,Real Estate,"Company Culture, Salary, Job Security"
Renishaw Metrology Systems Limited,4.0,Industrial Automation,"Work Life Balance, Job Security, Company Culture"
Biomerieux,3.3,Biotechnology,"Promotions, Salary, Company Culture"
Rhydburg Pharmaceuticals,2.9,Pharma,"Promotions, Job Security, Work Life Balance"
Adyar Ananda Bhavan Sweets,4.1,Hospitality,"Job Security, Company Culture, Work Life Balance"
Delta IoT Solutions,3.4,Software Product,"Promotions, Salary, Company Culture"
L&T SuFin,3.3,Internet,Work Life Balance
G.S.E.C,3.0,Logistics,"Job Security, Promotions, Skill Development"
Brindavan Bottlers,3.4,Beverage,"Promotions, Company Culture, Work Life Balance"
